"owner","isinactive","created","externalid","lastmodifiedby","abbreviation","scriptid","custrecord_in_gst_hsn_code","recordid","lastmodified","name","id","custrecord_in_gst_hsn_description"
"11","F","03/26/2024","","11","","VAL_130475_3463065_127","70139900","590","03/26/2024","70139900 GLASSWARE OF A KIND USED FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THAN THAT OF HEADING 7010 OR 7018) - GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSED, OTHER THAN OF GLASS-CERAMICS: - OTHER -- OTHER","590","70139900 GLASSWARE OF A KIND USED FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THAN THAT OF
HEADING 7010 OR 7018) - GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSED, OTHER
THAN OF GLASS-CERAMICS: - OTHER -- OTHER"
"11","F","03/26/2024","","11","","VAL_130487_3463065_412","70134900","592","03/26/2024","70134900 GLASSWARE OF A KIND USED FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THAN THAT OF HEADING 7010 OR 7018) - GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSED, OTHER THAN OF GLASS-CERAMICS: -- OTHER","592","70134900 GLASSWARE OF A KIND USED FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THAN THAT OF
HEADING 7010 OR 7018) - GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSED, OTHER
THAN OF GLASS-CERAMICS: -- OTHER"
"11","F","06/04/2024","","11","","VAL_247073_3463065_716","482090","723","06/04/2024","482090 : Blotting Pads, Book Covers (including Cover Boards And Book.","723","482090 : Blotting Pads, Book Covers (including Cover Boards And Book."
"11","F","06/04/2024","","11","","VAL_247041_3463065_744","4911","721","06/04/2024","4911 : Other Printed Matter, Including Printed Pictures And Photographs","721","4911 : Other Printed Matter, Including Printed Pictures And Photographs"
"11","F","11/11/2024","","11","","VAL_491521_3463065_220","84733030","757","11/11/2024","84733030 : parts and accessories of machines in headings 8469 to 8472, with the exception of covers and carrying cases","757","84733030 : parts and accessories of machines in headings 8469 to 8472, with the exception of covers and carrying cases"
"11","F","04/30/2024","","11","","VAL_162149_3463065_422","32159090","593","04/30/2024","32159090 : Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid - other","593","32159090 : Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid - other"
"11","F","07/24/2024","","11","","VAL_365229_3463065_649","4821","745","07/24/2024","4821 : Paper Or Paperboard Labels Of All Kinds, Whether Or Not Printed","745","4821 : Paper Or Paperboard Labels Of All Kinds, Whether Or Not Printed"
"11","F","05/05/2024","","11","","VAL_189878_3463065_197","9964","599","05/05/2024","9964 : Passenger transport services","599","9964 : Passenger transport services"
"11","F","05/06/2024","","11","","VAL_189890_3463065_340","00440048","601","05/06/2024","00440048 : RENT A CAB OPERATORS","601","00440048 : RENT A CAB OPERATORS"
"11","F","05/02/2024","","11","","VAL_189608_3463065_549","61169300","597","05/03/2024","61169300 - Other Of synthetic fibres","597","61169300 - Other Of synthetic fibres"
"11","F","06/07/2024","","11","","VAL_247881_3463065_287","84713090","724","06/07/2024","84713090 : Other portable automatic data processing equipment","724","84713090 : Other portable automatic data processing equipment"
"11","F","03/26/2024","","11","","VAL_130455_3463065_463","480256","587","03/26/2024","480256 Weighing 40 G/M2 Or More But Not More Than 150 G/M2, In Sheets With One Side Not Exceeding 435 Mm And The Other Side Not Exceeding 297 Mm In The Unfolded State","587","480256 Weighing 40 G/M2 Or More But Not More Than 150 G/M2, In Sheets With One Side Not Exceeding 435 Mm And The Other Side Not Exceeding 297 Mm In The Unfolded State"
"11","F","07/24/2024","","11","","VAL_365160_3463065_176","392490","740","07/24/2024","392490: Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics - other : toilet articles.","740","392490: Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics - other : toilet articles."
"11","F","09/26/2024","","11","","VAL_430782_3463065_418","85361090","753","09/26/2024","85361090 : electrical apparatus that is used to switch, protect, or make connections to electrical circuits","753","85361090 : electrical apparatus that is used to switch, protect, or make connections to electrical circuits"
"11","F","05/02/2024","","11","","VAL_189595_3463065_403","39219026","595","05/02/2024","39219026 Other plates, sheets, film, foil and strip, of plastics - other : of polymers of vinyl chloride : flexible, laminated.","595","39219026 Other plates, sheets, film, foil and strip, of plastics - other : of polymers of vinyl chloride : flexible, laminated."
"11","F","10/22/2024","","11","","VAL_460439_3463065_363","74181023","756","10/22/2024","74181023 : table, kitchen, or other household articles and parts thereof, of other copper alloys: Utensils of other copper alloys and Copper utensils","756","74181023 : table, kitchen, or other household articles and parts thereof, of other copper alloys: Utensils of other copper alloys and Copper utensils"
"11","F","07/24/2024","","11","","VAL_365151_3463065_895","48209090","739","07/24/2024","48209090 : Other","739","48209090 : Other"
"7","F","02/21/2024","","7","","VAL_100045_3463065_674","2201","568","02/21/2024","2201 Drinking water packed in 20 litres bottle","568","2201 Drinking water packed in 20 litres bottle"
"7","F","02/21/2024","","7","","VAL_100057_3463065_779","4818","569","02/21/2024","4818 TOILET PAPER AND SIMILAR PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, IN ROLLS OF A WIDTH NOT EXCEEDING 36 CM, OR CUT TO SIZE OR SHAPE; HANDKERCHIEFS, CLEANSING TISSUES, TOWELS, TABLE CLOTHS, SE...","569","TOILET PAPER AND SIMILAR PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, IN ROLLS OF A WIDTH NOT EXCEEDING 36 CM, OR CUT TO SIZE OR SHAPE; HANDKERCHIEFS, CLEANSING TISSUES, TOWELS, TABLE CLOTHS, SE..."
"11","F","05/06/2024","","11","","VAL_189896_3463065_989","90106000","602","05/06/2024","90106000 : Projection, screens","602","90106000 : Projection, screens"
"11","F","05/06/2024","","11","","VAL_189904_3463065_523","3919","603","05/06/2024","3919 : Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls","603","3919 : Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls"
"11","F","05/06/2024","","11","","VAL_189906_3463065_933","7217","605","05/06/2024","7217 : Wire Of Iron Or Non-Alloy Steel","605","7217 : Wire Of Iron Or Non-Alloy Steel"
"11","F","05/06/2024","","11","","VAL_189908_3463065_486","7313","607","05/06/2024","7313 : Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel","607","7313 : Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel"
"11","F","03/26/2024","","11","","VAL_130380_3463065_927","42021290","577","03/26/2024","42021290 TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVECASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING","577","42021290 TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVECASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA
CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR
BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING-BAGS, WALLETS, PURSES, MAPCASES, CIGARETTE-CASES, TOBACCOPOUCHES,
TOOL BAGS, SPORTS BAGS, BOTTLE-CASES, JEWELLERY BOXES, POWDER-BOXES, CUTLERY CASES AND SIMILAR CONTAINERS, OF
LEATHER OR OF COMPOSITION LEATHER, OF SHEETING OF PLASTICS, OF TEXTILE MATERIALS, OF VULCANISED FIBRE OR OF PAPERBOARD,
OR WHOLLY OR MAINLY COVERED WITH SUCH MATERIALS OR WITH PAPER - TRUNK\S, SUIT-CASES, VANITY-CASES, EXECUTIVE CASES,
BRIEF-CASES, SCHOOL SATCHELS AND SIMILAR CONTAINERS : WITH OUTER SURFACE OF PLASTIC OR OF TEXTILE MATERIALS : OTHER"
"11","F","07/04/2024","","11","","VAL_334303_3463065_293","8506","735","07/04/2024","8506 : Primary Cells And Primary Batteries","735","8506 : Primary Cells And Primary Batteries"
"11","F","07/04/2024","","11","","VAL_334309_3463065_699","1602","736","07/04/2024","1602 : OTHER PREPARED OR PRESERVED MEAT, MEAT OFFAL OR BLOOD","736","1602 : OTHER PREPARED OR PRESERVED MEAT, MEAT OFFAL OR BLOOD"
"11","F","07/05/2024","","11","","VAL_334341_3463065_495","7326","738","07/05/2024","7326 : Other articles of iron or steel.","738","7326 : Other articles of iron or steel."
"11","F","07/04/2024","","11","","VAL_334315_3463065_356","1603","737","07/04/2024","1603 : EXTRACTS AND JUICES OF MEAT, FISH OR CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","737","1603 : EXTRACTS AND JUICES OF MEAT, FISH OR CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES"
"11","F","03/26/2024","","11","","VAL_130358_3463065_216","39269099","575","03/26/2024","39269099 OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : OTHER: OTHER","575","39269099 OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : OTHER: OTHER"
"11","F","03/26/2024","","11","","VAL_130425_3463065_274","4802","582","03/26/2024","4802 UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HANDMADE PAPER AND PAPERBOARD","582","4802 UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD
AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HANDMADE
PAPER AND PAPERBOARD"
"11","F","03/26/2024","","11","","VAL_130431_3463065_735","4820","583","03/26/2024","4820 REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES, EXCISE BOOKS, BLOTTING-PADS, BINDERS (LOOSE-LEAF OR OTHER), FOLDERS, FILE COVERS, MANIFOLD BUSINESS FORMS, INTER LEAVED CARBON SETS AND OTHER ARTICLES OF STATIONERY, OF ","583","4820 REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES, EXCISE
BOOKS, BLOTTING-PADS, BINDERS (LOOSE-LEAF OR OTHER), FOLDERS, FILE COVERS, MANIFOLD BUSINESS FORMS, INTER LEAVED CARBON SETS AND
OTHER ARTICLES OF STATIONERY, OF PAPER OR PAPERBOARD; ALBUMS FOR SAMPLES OR FOR COLLECTIONS AND BOOK COVERS, OF PAPER OR
PAPERBOARD"
"11","F","03/26/2024","","11","","VAL_130449_3463065_424","8439","586","03/26/2024","8439 MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL OR FOR MAKING OR FINISHING PAPER OR PAPERBOARD","586","8439 MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL OR FOR MAKING OR FINISHING PAPER OR PAPERBOARD"
"11","F","03/26/2024","","11","","VAL_130352_3463065_662","96039000","574","03/26/2024","96039000 BROOMS, BRUSHES (INCLUDING BRUSHES CONSTITUTING PARTS OF MACHINES, APPLIANCES OR VEHICLES), HAND-OPERATED MECHANICAL FLOOR SWEEPERS, NOT MOTORISED, MOPS AND FEATHER DUSTERS; PREPARED KNOTS AND TUFTS FOR BROOM OR BRUSH MAKING; PAINT PADS AND ROLLERS; SQUEEGEES (OTHER THAN ROLLER SQUEEGEES) O","574","96039000 BROOMS, BRUSHES (INCLUDING BRUSHES CONSTITUTING PARTS OF MACHINES, APPLIANCES OR VEHICLES), HAND-OPERATED
MECHANICAL FLOOR SWEEPERS, NOT MOTORISED, MOPS AND FEATHER DUSTERS; PREPARED KNOTS AND TUFTS FOR BROOM OR BRUSH
MAKING; PAINT PADS AND ROLLERS; SQUEEGEES (OTHER THAN ROLLER SQUEEGEES) OTHER"
"11","F","03/26/2024","","11","","VAL_130481_3463065_786","44209090","591","03/26/2024","44209090 WOOD MARQUETRY AND INLAID WOOD; CASKETS AND CASES FOR JEWELLERY OR CUTLERY, AND SIMILAR ARTICLES, OF WOOD; STATUETTES AND OTHER ORNAMENTS, OF WOOD; WOODEN ARTICLES OF FURNITURE NOT FALLING IN CHAPTER 94 - OTHER : OTHER","591","44209090 WOOD MARQUETRY AND INLAID WOOD; CASKETS AND CASES FOR JEWELLERY OR CUTLERY, AND SIMILAR ARTICLES, OF WOOD;
STATUETTES AND OTHER ORNAMENTS, OF WOOD; WOODEN ARTICLES OF FURNITURE NOT FALLING IN CHAPTER 94 - OTHER : OTHER"
"11","F","07/24/2024","","11","","VAL_365217_3463065_625","8211","743","07/24/2024","8211 : Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 8208, and blades therefor","743","8211 : Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 8208, and blades therefor"
"11","F","05/24/2024","","11","","VAL_192537_3463065_339","96032900","709","05/24/2024","96032900 : Miscellaneous manufactured articles","709","96032900 : Miscellaneous manufactured articles"
"11","F","05/05/2024","","11","","VAL_189884_3463065_602","27160000","600","05/05/2024","27160000 : Electrical Energy","600","27160000 : Electrical Energy"
"11","F","05/31/2024","","11","","VAL_193600_3463065_272","3926","717","05/31/2024","3926 : OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914","717","3926 : OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914"
"11","F","09/25/2024","","11","","VAL_429697_3463065_721","84733099","752","09/25/2024","84733099 : parts and accessories for machinery, other than covers and carrying cases.","752","84733099 : parts and accessories for machinery, other than covers and carrying cases."
"11","F","05/31/2024","","11","","VAL_193484_3463065_783","84807900","713","05/31/2024","84807900 : Moulds, rubber, plastics.","713","84807900 : Moulds, rubber, plastics."
"11","F","05/31/2024","","11","","VAL_193466_3463065_856","73049000","710","05/31/2024","73049000 : TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL","710","73049000 : TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL"
"11","F","05/18/2024","","11","","VAL_191773_3463065_770","00440318","705","05/18/2024","00440318 : Cleaning Services","705","00440318 : Cleaning Services"
"11","F","05/31/2024","","11","","VAL_193609_3463065_501","4016","718","05/31/2024","4016 : OTHER ARTICLES OF VULCANISED RUBBER OTHER THAN HARD RUBBER","718","4016 : OTHER ARTICLES OF VULCANISED RUBBER OTHER THAN HARD RUBBER"
"11","F","05/31/2024","","11","","VAL_193472_3463065_593","34029099","711","05/31/2024","34029099 : ORGANIC SURFACE-ACTIVE AGENTS (OTHER THAN SOAP), SURFACE-ACTIVE PREPARATIONS, WASHING PREPARATIONS (INCLUDING AUXILIARY WASHING PREPARATIONS) AND CLEANING PREPARATIONS, WHETHER OR NOT CONTAINING SOAP, OTHER THAN THOSE OF HEADING 3401 OTHER: OTHER: OTHER","711","34029099 : ORGANIC SURFACE-ACTIVE AGENTS (OTHER THAN SOAP), SURFACE-ACTIVE PREPARATIONS, WASHING PREPARATIONS (INCLUDING AUXILIARY WASHING PREPARATIONS) AND CLEANING PREPARATIONS, WHETHER OR NOT CONTAINING SOAP, OTHER THAN THOSE OF HEADING 3401 OTHER: OTHER: OTHER"
"11","F","05/31/2024","","11","","VAL_193571_3463065_252","34022090","714","05/31/2024","34022090 : Organic surfaceactive washing auxiliary washing cleaning containing soap","714","34022090 : Organic surfaceactive washing auxiliary washing cleaning containing soap"
"11","F","05/31/2024","","11","","VAL_193579_3463065_347","48182000","715","05/31/2024","48182000 : Handkerchiefs, Cleansing Or Facial Tissues And Towels","715","48182000 : Handkerchiefs, Cleansing Or Facial Tissues And Towels"
"11","F","05/31/2024","","11","","VAL_193478_3463065_465","34011941","712","05/31/2024","34011941 : Soap; Organic Surface Active Products And Preparations For Use As Soap, In The Form Of Bars,Cakes, Moulded Pieces Or Shapes, Whether Or Not Containing Soap; Organic Surface Active Products And Preparations For Washing The","712","34011941 : Soap; Organic Surface Active Products And Preparations For Use As Soap, In The Form Of Bars,Cakes, Moulded Pieces Or Shapes, Whether Or Not Containing Soap; Organic Surface Active Products And Preparations For Washing The"
"11","F","05/24/2024","","11","","VAL_192525_3463065_978","390422","707","05/24/2024","390422 : Polymers Others Of Polyvinyl Chloride, Plasticized, In Primary Forms -","707","390422 : Polymers Others Of Polyvinyl Chloride, Plasticized, In Primary Forms -"
"11","F","05/24/2024","","11","","VAL_192531_3463065_598","6003","708","05/24/2024","6003 : KNITTED OR CROCHETED FABRICS OF A WIDTH NOT EXCEEDING 30 CM, OTHER THAN THOSE OF HEADING 6001 OR 6002.","708","6003 : KNITTED OR CROCHETED FABRICS OF A WIDTH NOT EXCEEDING 30 CM, OTHER THAN THOSE OF HEADING 6001 OR 6002."
"11","F","05/31/2024","","11","","VAL_193588_3463065_152","8411","716","05/31/2024","8411 : urbo-Jets, Turbo-Propellers And Other Gas Turbines - Turbo-Jets","716","8411 : urbo-Jets, Turbo-Propellers And Other Gas Turbines - Turbo-Jet"
"11","F","09/26/2024","","11","","VAL_430975_3463065_990","85444999","754","09/26/2024","85444999 : insulated electric conductors, including cables, wires, and optical fiber cables, that have a voltage of up to 1,000V","754","85444999 : insulated electric conductors, including cables, wires, and optical fiber cables, that have a voltage of up to 1,000V"
"11","F","06/28/2024","","11","","VAL_280003_3463065_469","8536","734","06/28/2024","8536 : ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR OM ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS.","734","8536 : ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR OM ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS."
"11","F","05/08/2024","","11","","VAL_190745_3463065_600","83063000","703","05/08/2024","83063000 : Photograph, picture or similar frames; mirrors.","703","83063000 : Photograph, picture or similar frames; mirrors."
"11","F","05/08/2024","","11","","VAL_190746_3463065_182","48114100","704","05/08/2024","48114100 : Gummed or adhesive paper and paperboard: Self-adhesive","704","48114100 : Gummed or adhesive paper and paperboard: Self-adhesive"
"11","F","06/28/2024","","11","","VAL_279997_3463065_861","8481","733","06/28/2024","8481 : Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves","733","8481 : Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves"
"11","F","06/18/2024","","11","","VAL_276639_3463065_202","39232100","730","06/18/2024","39232100 : Sacks and bags (including cones): Of polymers of ethylene","730","39232100 : Sacks and bags (including cones): Of polymers of ethylene"
"8681","F","12/23/2024","","8681","","VAL_554148_3463065_944","49100010","758","12/23/2024","49100010 Desktop Calendar 2025","758","49100010 Desktop Calendar 2025"
"11","F","09/12/2024","","11","","VAL_427465_3463065_687","94021090","750","09/12/2024","94021090 : Chairs","750","94021090 : Chairs"
"11","F","06/18/2024","","11","","VAL_277100_3463065_750","85369090","732","06/18/2024","85369090 : Electrical Apparatus For Switching Or Protecting Electrical Circuits, Or For Making Connections To Or In Electrical Circuits (For Example, Switches, Relays, Fuses, Surge Suppressors, Plugs, Sockets, Lamp-Holders, Junction Boxes), For A Voltage Not Exceedi","732","85369090 : Electrical Apparatus For Switching Or Protecting Electrical Circuits, Or For Making Connections To Or In Electrical Circuits (For Example, Switches, Relays, Fuses, Surge Suppressors, Plugs, Sockets, Lamp-Holders, Junction Boxes), For A Voltage Not Exceedi"
"11","F","05/21/2024","","11","","VAL_191994_3463065_191","998552","706","05/21/2024","998552 : 18% Reservation services for accommodation, cruises and package tours","706","998552 : 18% Reservation services for accommodation, cruises and package tours"
"11","F","06/16/2024","","11","","VAL_276308_3463065_396","49111010","728","06/16/2024","49111010 : Other printed matter, including printed pictures and photographs trade advertising material, commercial catalogues and the like : posters, printed","728","49111010 : Other printed matter, including printed pictures and photographs trade advertising material, commercial catalogues and the like : posters, printed"
"11","F","08/26/2024","","11","","VAL_398569_3463065_474","9403","749","08/26/2024","9403 :  Other Furniture And Parts Thereof","749","9403 :  Other Furniture And Parts Thereof"
"11","F","05/06/2024","","11","","VAL_189905_3463065_373","9611","604","05/06/2024","9611 : HS Codes of Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing sticks","604","9611 : HS Codes of Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing sticks"
"11","F","05/06/2024","","11","","VAL_189907_3463065_454","4823","606","05/06/2024","4823 : Import Duty On- Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres","606","4823 : Import Duty On- Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres"
"11","F","05/06/2024","","11","","VAL_189909_3463065_580","4811","608","05/06/2024","4811 :  Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excluding goods of heading 4803, 4809 and 4810) Products Include: Masking Tape.","608","4811 :  Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excluding goods of heading 4803, 4809 and 4810) Products Include: Masking Tape. SURFACE MARBLED PAPER"
"11","F","05/06/2024","","11","","VAL_189911_3463065_725","9610","610","05/06/2024","9610 : Slates And Boards, With Writing Or Drawing Surfaces, Whether Or Not Framed","610","9610 : Slates And Boards, With Writing Or Drawing Surfaces, Whether Or Not Framed"
"11","F","05/06/2024","","11","","VAL_189913_3463065_499","9269","612","05/06/2024","9269 : Water Puch","612","9269 : Water Puch"
"11","F","05/06/2024","","11","","VAL_189915_3463065_523","39261019","614","05/06/2024","39261019 : Office supplies of a kind classified as stationery other than pins, clips, and writing instruments: Other","614","39261019 : Office supplies of a kind classified as stationery other than pins, clips, and writing instruments: Other"
"11","F","05/06/2024","","11","","VAL_189917_3463065_515","96081019","616","05/06/2024","96081019 : With liquid ink (for rolling ball point pen): Other","616","96081019 : With liquid ink (for rolling ball point pen): Other"
"11","F","05/06/2024","","11","","VAL_189910_3463065_337","8443","609","05/06/2024","8443 : Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof","609","8443 : Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof"
"11","F","05/06/2024","","11","","VAL_189912_3463065_615","8305","611","05/06/2024","8305 : Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal","611","8305 : Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal"
"11","F","05/06/2024","","11","","VAL_189914_3463065_715","48201010","613","05/06/2024","48201010 : Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles: Registers, account books","613","48201010 : Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles: Registers, account books"
"11","F","05/06/2024","","11","","VAL_189916_3463065_654","9608","615","05/06/2024","9608 : Ball point pens; felt tipped and other porous-tipped pens and markers; fountain pens; stylograph pens and other pens; duplicating stylos; propelling or sliding pencils; pen holders, pencil holders and similar holders; parts (including caps and clips) of t","615","9608 : Ball point pens; felt tipped and other porous-tipped pens and markers; fountain pens; stylograph pens and other pens; duplicating stylos; propelling or sliding pencils; pen holders, pencil holders and similar holders; parts (including caps and clips) of t"
"11","F","09/23/2024","","11","","VAL_429356_3463065_562","84151010","751","09/23/2024","84151010 : split system air conditioners that have a motor-driven fan and elements for changing the temperature and humidity","751","84151010 : split system air conditioners that have a motor-driven fan and elements for changing the temperature and humidity"
"11","F","08/18/2024","","11","","VAL_397231_3463065_402","84189900","748","08/18/2024","84189900 : Airconditioner – Units  Comprehensive AMC ","748","84189900 : Airconditioner – Units  Comprehensive AMC"
"11","F","07/24/2024","","11","","VAL_365223_3463065_384","4819","744","07/24/2024","4819 : CARTONS, BOXES, CASES, BAGS AND OTHER PACKING CONTAINERS, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES; BOX FILES, LETTER TRAYS, AND SIMILAR ARTICLES, OF PAPER OR PAPERBOARD OF A KIND USED IN OFFICES, SHOPS OR THE LIKE.","744","4819 : CARTONS, BOXES, CASES, BAGS AND OTHER PACKING CONTAINERS, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES; BOX FILES, LETTER TRAYS, AND SIMILAR ARTICLES, OF PAPER OR PAPERBOARD OF A KIND USED IN OFFICES, SHOPS OR THE LIKE."
